failed_login_count,unique_source_ips,request_count,connection_count,bytes_transferred,destination_count,login_success_after_failures,event_frequency_per_min,unusual_time_indicator,privileged_command_flag,high_risk_port_flag,internal_to_external_flag,attack_type
1,1,12,9,17994.780404056983,2,0.0,6.655319715219022,0,1.0,1.0,0.0,Privilege Escalation
0,1,5,1,17290.991015169,2,0.0,4.644037871407597,0,0.0,0.0,0.0,Normal
0,1,4,2,219.7707513712109,1,0.0,9.165166153996534,0,0.0,0.0,1.0,Normal
0,1,7,8,1481.308247890109,2,0.0,5.921802094763154,0,0.0,0.0,0.0,Normal
0,1,14,8,6727.422435187816,3,0.0,4.168688318281887,0,0.0,0.0,0.0,Normal
0,1,45,37,140247927.14625818,4,0.0,35.69865729335662,1,0.0,1.0,1.0,Data Exfiltration
0,1,11,3,5026.662587498302,1,0.0,5.145340930934701,0,0.0,0.0,0.0,Normal
0,1,4,9,3574.299315216793,3,0.0,7.389064979841015,0,1.0,0.0,0.0,Normal
0,1,14,2,2804.6449913107394,3,0.0,2.71405140046767,1,0.0,0.0,0.0,Normal
0,1,14,6,17965.040300218865,2,0.0,5.276700210223138,1,0.0,0.0,0.0,Normal
0,2,13,4,13687.665090607898,3,0.0,2.95852622003943,1,0.0,0.0,0.0,Normal
0,1,14,5,711.5281521516602,3,0.0,8.221244958842302,0,0.0,0.0,0.0,Normal
30,1,54,22,3605.1886835275473,1,1.0,103.75172257590583,1,0.0,0.0,0.0,Brute Force
0,1,2,8,1810.1109973668636,2,0.0,3.123280994260453,0,0.0,0.0,0.0,Normal
0,1,4,1,3034.989060889127,2,0.0,6.2398081068155875,0,0.0,0.0,0.0,Normal
0,1,13,1,2515.5813439629605,3,0.0,9.022092443920211,0,0.0,0.0,0.0,Normal
14,2,67,26,706.1588032419229,1,1.0,48.10215996088788,1,0.0,0.0,0.0,Brute Force
0,1,18,5,12358.912502433604,1,1.0,8.151794372006464,1,1.0,1.0,0.0,Privilege Escalation
0,2,12,12,1268.3473491243903,2,1.0,15.30861314327664,1,1.0,1.0,0.0,Privilege Escalation
0,1,4,9,14873.365415761617,1,0.0,2.5262740073864207,0,0.0,0.0,0.0,Normal
2,2,52,37,438140.10773198906,4,1.0,52.61367458517477,0,0.0,1.0,0.0,Lateral Movement
0,1,12,3,2328.5826223232816,1,0.0,4.834506919281157,0,0.0,0.0,0.0,Normal
0,2,2,6,1454.6446496471408,1,0.0,2.58697768391236,0,0.0,0.0,0.0,Normal
1,2,15,21,85522794.5525147,2,0.0,12.582831920033751,1,1.0,1.0,1.0,Data Exfiltration
0,1,12,9,4388.574715705661,2,0.0,2.6792203554381224,0,0.0,0.0,0.0,Normal
1,1,10,8,19792.0518443426,3,0.0,5.856180666058552,0,0.0,0.0,0.0,Normal
0,1,4,8,4984.392714729825,2,0.0,7.790764049440675,0,0.0,0.0,0.0,Normal
1,1,21,5,17968.97691306399,1,0.0,5.336395210366777,1,1.0,1.0,1.0,Privilege Escalation
0,2,10,5,618.7558356781191,2,0.0,8.578070306547483,0,0.0,0.0,0.0,Normal
0,1,12,6,8238.361214073688,1,0.0,4.491374838893849,0,0.0,0.0,0.0,Normal
0,1,3,8,3144.3957237892155,1,0.0,8.807619184314284,0,0.0,0.0,0.0,Normal
46,3,42,50,2037.656759776201,1,1.0,113.07850012953227,0,0.0,1.0,0.0,Brute Force
1,1,56,17,78190099.2075215,1,1.0,46.552371526962105,1,0.0,0.0,1.0,Data Exfiltration
1,1,3,3,4779.168703241014,3,0.0,6.292990479816622,0,0.0,0.0,0.0,Normal
1,1,13,9,2639.551777903077,1,0.0,9.34109904802984,0,0.0,0.0,0.0,Normal
1,2,24,20,447581.7523459252,6,1.0,59.39250912651345,1,1.0,0.0,0.0,Lateral Movement
0,1,3,5,6347.596300337283,1,0.0,2.918477821527173,0,0.0,0.0,0.0,Normal
0,1,7,4,2676.000879809383,1,0.0,9.574685858138233,0,0.0,0.0,0.0,Normal
11,3,60,21,2501.5528907827393,2,1.0,67.61892217699861,1,0.0,0.0,0.0,Brute Force
0,2,21,31,156401.8176587287,10,1.0,41.271378428286056,1,1.0,1.0,1.0,Lateral Movement
0,1,6,3,11734.40136923222,1,0.0,5.771572927904109,0,0.0,0.0,0.0,Normal
43,1,39,50,1017.1200244493999,1,1.0,33.63906859636415,1,0.0,0.0,0.0,Brute Force
0,1,11,4,1112.2210858593482,2,0.0,8.974457561710683,0,0.0,0.0,0.0,Normal
0,1,10,7,5446.6314796966535,3,0.0,1.0015796427213097,0,0.0,0.0,0.0,Normal
27,1,85,26,3189.1035427487755,1,0.0,70.2438081774157,1,0.0,1.0,0.0,Brute Force
25,1,89,12,3289.8675781693273,1,1.0,35.228698859117095,1,0.0,0.0,0.0,Brute Force
0,1,1,2,3366.053725247721,3,0.0,8.247509067955708,0,0.0,0.0,0.0,Normal
0,2,2,7,198.36229956092131,1,0.0,5.27773307200858,0,0.0,0.0,0.0,Normal
0,1,9,1,27072.093784098823,2,0.0,9.44271426948625,0,0.0,0.0,0.0,Normal
0,1,1,8,2556.084781946861,1,0.0,4.136786039032211,0,0.0,0.0,0.0,Normal
0,1,6,3,2667.685132289017,3,0.0,5.940771714875252,0,0.0,0.0,0.0,Normal
0,1,14,9,21274.96891243617,3,0.0,1.1129337927001803,0,0.0,0.0,0.0,Normal
0,1,10,7,6422.832432501289,1,0.0,3.083653614214504,1,0.0,0.0,1.0,Normal
0,1,2,2,3167.6968923532954,2,0.0,7.977117051621365,0,0.0,0.0,0.0,Normal
0,1,13,4,6484.2434687603145,3,0.0,7.871857615822478,0,0.0,0.0,0.0,Normal
0,1,11,9,101.13361210953406,3,0.0,4.097546948510374,0,0.0,0.0,0.0,Normal
1,1,12,2,400.803573094361,1,0.0,5.609750290836454,0,0.0,0.0,0.0,Normal
0,1,16,37,81511037.15546468,4,0.0,38.21417376268844,1,1.0,1.0,1.0,Data Exfiltration
1,1,14,7,699.8216844855029,2,0.0,9.871962986777968,0,0.0,0.0,0.0,Normal
0,1,6,6,2363.947493542746,3,0.0,6.990983514483956,0,0.0,0.0,0.0,Normal
0,1,12,1,19556.643054656426,3,0.0,9.756117740770357,0,0.0,0.0,0.0,Normal
0,1,14,1,3085.8157784512396,3,0.0,9.565959559686693,1,0.0,0.0,0.0,Normal
43,2,49,14,1474.5557151940168,1,0.0,73.7009403451737,1,0.0,0.0,0.0,Brute Force
1,1,6,13,10393.663105637217,1,1.0,20.99394281098613,1,1.0,0.0,0.0,Privilege Escalation
0,1,6,7,291.87922146846813,3,0.0,6.186525339553249,0,0.0,0.0,1.0,Normal
0,2,35,24,145583865.1089571,1,0.0,38.71633815703085,0,0.0,0.0,1.0,Data Exfiltration
29,3,82,31,711.9952910738058,2,1.0,93.83425897549805,0,0.0,0.0,0.0,Brute Force
0,1,5,8,517.8411277762355,3,0.0,8.427836287273088,0,0.0,0.0,0.0,Normal
1,1,37,36,96610509.27739538,3,0.0,34.07367224756665,1,0.0,0.0,1.0,Data Exfiltration
1,3,39,25,486152.6620354538,7,0.0,47.515662062686324,1,0.0,1.0,0.0,Lateral Movement
0,1,3,1,10766.1826620113,3,0.0,2.4829552172069733,0,0.0,0.0,0.0,Normal
1,1,4,6,5171.358654234239,1,0.0,3.202610295114825,0,0.0,0.0,0.0,Normal
0,2,10,7,847.3072036899654,1,0.0,7.846142621851349,1,0.0,0.0,0.0,Normal
0,1,47,35,130700626.66996606,1,0.0,44.212871278076534,1,0.0,0.0,1.0,Data Exfiltration
0,2,12,8,1509.022939813942,2,0.0,5.024982566821279,0,0.0,0.0,0.0,Normal
1,1,4,1,6894.514111926868,3,0.0,1.9601415773356163,0,0.0,0.0,0.0,Normal
0,1,10,9,268.29932412138066,2,0.0,3.6044265124512522,0,0.0,0.0,0.0,Normal
0,1,4,1,6504.4291775184,3,0.0,9.974558151200052,0,0.0,0.0,0.0,Normal
0,1,6,6,5650.50866991237,3,0.0,4.148551229560585,0,0.0,0.0,0.0,Normal
0,1,5,2,11162.615972097694,3,0.0,2.550951121066525,0,0.0,0.0,0.0,Normal
0,2,30,33,130708890.5137789,2,1.0,42.78636587863856,1,0.0,1.0,1.0,Data Exfiltration
0,1,6,8,2696.4222699887637,3,0.0,5.430307657410499,0,0.0,0.0,0.0,Normal
13,1,30,44,3393.138382231883,2,1.0,94.53245665962729,1,0.0,0.0,0.0,Brute Force
0,1,12,3,13708.981717426974,2,0.0,7.2624090792143665,0,0.0,0.0,0.0,Normal
0,1,13,7,2877.8486411793906,1,0.0,8.047607231431147,1,0.0,0.0,0.0,Normal
0,1,2,7,4334.882603414096,3,0.0,6.803697760274138,0,0.0,0.0,0.0,Normal
0,2,7,6,3731.1539225976862,3,0.0,3.649508973453135,0,0.0,0.0,0.0,Normal
0,2,19,11,6360.366268232378,1,0.0,12.82407696259455,0,1.0,0.0,1.0,Privilege Escalation
0,1,5,2,11736.700812795412,2,0.0,1.2061905390204342,0,0.0,0.0,0.0,Normal
1,2,7,4,1863.7818323309166,2,0.0,8.041117672732522,0,0.0,0.0,0.0,Normal
1,1,23,14,46724846.60765737,2,1.0,43.960062043012776,1,0.0,1.0,1.0,Data Exfiltration
0,1,2,4,3992.9689551591623,1,0.0,4.398939197985891,1,0.0,0.0,0.0,Normal
1,1,14,7,10173.691362330479,1,0.0,28.721757161612775,0,1.0,0.0,0.0,Privilege Escalation
0,1,38,31,136205446.97867337,2,1.0,31.898692670901436,1,0.0,1.0,1.0,Data Exfiltration
3,1,6,12,10225.444319211274,2,0.0,13.392072643531373,1,1.0,0.0,0.0,Privilege Escalation
0,2,1,3,5390.299982889834,2,0.0,6.044392355302918,0,0.0,0.0,0.0,Normal
0,1,9,7,5711.700891127959,2,0.0,6.742985690835547,1,0.0,0.0,0.0,Normal
0,1,4,2,11075.480024815966,3,0.0,9.339210254288133,0,0.0,0.0,0.0,Normal
0,1,5,5,2527.4733053714695,1,0.0,6.115125257184222,0,0.0,0.0,1.0,Normal
1,1,14,4,19983.410893992448,2,1.0,13.27033070892685,0,1.0,0.0,0.0,Privilege Escalation
0,4,24,49,427643.1794303818,10,1.0,29.629760496979607,1,0.0,1.0,1.0,Lateral Movement
0,1,9,6,269.60046466744836,3,0.0,3.5856982003308833,0,0.0,0.0,0.0,Normal
1,1,11,6,4494.569054249224,3,0.0,2.5997788325398274,0,0.0,0.0,0.0,Normal
0,1,13,3,785.1200146431526,2,0.0,1.2862497811045719,1,0.0,0.0,0.0,Normal
2,5,36,35,474263.54210243654,10,1.0,24.329307509417262,1,0.0,0.0,0.0,Lateral Movement
0,1,13,5,3849.07504505613,2,0.0,7.925193950029444,0,0.0,0.0,0.0,Normal
0,1,2,1,6657.174895441658,2,0.0,2.267199209887214,0,0.0,0.0,0.0,Normal
0,1,10,6,21779.00365144953,1,0.0,9.092098905944239,0,0.0,0.0,0.0,Normal
0,1,13,1,2232.464429735165,1,0.0,7.4382457604482255,0,0.0,0.0,1.0,Normal
1,1,25,21,56809989.158068396,3,0.0,42.42120595827242,1,0.0,1.0,1.0,Data Exfiltration
0,1,9,5,2642.543936647106,1,0.0,6.155794035701674,0,0.0,0.0,0.0,Normal
1,3,50,29,358437.0785465608,10,0.0,41.79707449790727,1,1.0,0.0,0.0,Lateral Movement
49,1,77,36,3848.0470125385477,1,0.0,62.38118586831627,1,0.0,0.0,0.0,Brute Force
0,2,10,1,9240.951952236184,1,0.0,4.527045288423221,0,0.0,0.0,0.0,Normal
0,1,8,2,1453.5605559362793,2,0.0,1.8793369332153411,0,0.0,0.0,0.0,Normal
0,1,11,9,6402.165342500308,2,1.0,13.560358807353039,1,1.0,0.0,1.0,Privilege Escalation
0,1,32,17,40855563.40356598,3,0.0,16.24618996790025,1,0.0,1.0,1.0,Data Exfiltration
0,1,4,6,274.4660064175054,1,0.0,5.292529895705813,0,0.0,0.0,0.0,Normal
0,1,3,5,7232.743355340538,3,0.0,4.616671047344132,0,0.0,0.0,0.0,Normal
1,4,52,47,228344.3702327581,6,1.0,17.46307405695924,0,1.0,1.0,0.0,Lateral Movement
38,1,30,13,3920.9992917886448,1,0.0,41.90282329404472,0,0.0,0.0,0.0,Brute Force
0,2,3,8,5792.976496354831,2,0.0,1.1289560990707188,0,0.0,0.0,0.0,Normal
0,1,4,5,2100.474085462398,1,0.0,1.698296065204282,0,0.0,0.0,0.0,Normal
0,1,1,5,2556.807857528965,2,0.0,4.285734699103992,0,0.0,0.0,0.0,Normal
26,1,54,19,2990.8826938148554,1,1.0,93.89098179550858,1,0.0,1.0,0.0,Brute Force
10,1,93,24,1823.379065629555,1,0.0,32.80627777212865,0,0.0,0.0,0.0,Brute Force
0,2,11,3,3412.003365078697,3,0.0,1.6977827044825529,0,0.0,0.0,0.0,Normal
1,4,66,20,262807.4986734587,5,0.0,19.133579130092404,0,1.0,0.0,0.0,Lateral Movement
0,1,10,7,2124.088234816704,2,0.0,8.578977599163478,0,0.0,0.0,0.0,Normal
0,1,5,5,2155.3717599391894,2,0.0,4.694472398106008,0,0.0,0.0,0.0,Normal
0,1,11,7,945.5940531384556,3,0.0,7.761196271663843,0,0.0,0.0,1.0,Normal
0,2,8,3,4837.476617595787,3,0.0,8.137111588924586,0,0.0,0.0,0.0,Normal
0,1,8,7,5847.4366062992,1,0.0,9.093509132826997,0,0.0,0.0,0.0,Normal
22,1,46,53,3756.72067656752,2,0.0,112.63877408178968,0,0.0,0.0,0.0,Brute Force
0,1,38,32,6750055.352468906,3,0.0,14.173339563376546,1,1.0,0.0,1.0,Data Exfiltration
1,1,6,3,1187.4814578738883,2,0.0,1.3916816682018647,1,0.0,0.0,0.0,Normal
0,1,14,4,2966.5903660424215,1,0.0,7.385752572189381,0,0.0,0.0,0.0,Normal
0,1,12,4,16465.617866646942,2,0.0,5.8204854960998835,0,0.0,0.0,0.0,Normal
1,2,11,8,15681.17869722674,2,0.0,8.463947140558872,1,0.0,0.0,0.0,Normal
0,1,8,9,14407.536413648724,1,1.0,10.047923806181986,1,1.0,0.0,0.0,Privilege Escalation
0,2,14,3,2704.805714621733,2,0.0,7.296712003012239,0,0.0,0.0,0.0,Normal
0,2,14,4,4241.78897269959,1,0.0,9.836354889683554,0,0.0,0.0,0.0,Normal
2,1,10,1,9741.549010372706,1,0.0,5.841019746865106,0,0.0,0.0,0.0,Normal
1,1,2,1,6004.98959178029,3,0.0,6.47545795134873,0,0.0,0.0,0.0,Normal
1,1,10,1,5189.331657584197,3,0.0,6.1291332698215815,0,0.0,0.0,0.0,Normal
0,1,12,4,700.487463591223,1,0.0,4.023633233759618,0,0.0,0.0,0.0,Normal
0,1,6,2,7314.751893829813,2,0.0,5.148599627018644,0,0.0,0.0,0.0,Normal
0,1,5,8,3716.4098836683297,3,0.0,6.672556355467087,0,0.0,0.0,0.0,Normal
0,1,1,9,3557.404164878669,2,0.0,5.220485590967343,0,0.0,0.0,0.0,Normal
2,1,15,10,19380.145246380427,2,0.0,11.212495440513639,0,1.0,1.0,1.0,Privilege Escalation
26,1,86,59,1099.150031913012,2,0.0,64.01406957105478,0,0.0,0.0,0.0,Brute Force
0,5,65,22,436492.8365857712,11,1.0,37.50116287607034,1,0.0,0.0,1.0,Lateral Movement
1,1,17,17,96636953.02048115,3,1.0,17.574280210434196,1,0.0,1.0,1.0,Data Exfiltration
1,1,11,2,17.919796582867587,1,0.0,6.879321635354801,0,0.0,0.0,0.0,Normal
1,1,21,3,18812.204462089732,2,1.0,28.513585794797116,0,1.0,1.0,1.0,Privilege Escalation
0,1,14,4,1228.8919226825856,1,0.0,3.888754234979506,1,0.0,0.0,0.0,Normal
0,1,10,1,2118.8088810042623,1,0.0,2.980089802557747,0,0.0,0.0,0.0,Normal
0,1,11,1,2766.884803441863,1,0.0,2.9035086452180856,0,0.0,0.0,0.0,Normal
1,1,11,5,25285.057559092915,3,0.0,2.716444092068154,0,0.0,0.0,0.0,Normal
1,1,9,2,1393.7641814854487,2,0.0,7.620588799838964,0,0.0,0.0,0.0,Normal
0,1,7,8,16906.05362243288,2,0.0,3.573258182759917,0,0.0,0.0,0.0,Normal
0,1,49,15,24284290.65044818,3,0.0,13.020607922462325,1,0.0,0.0,1.0,Data Exfiltration
0,1,3,3,3675.3396508815918,2,0.0,7.648982930867631,0,0.0,0.0,0.0,Normal
1,1,36,37,54354124.363852926,4,0.0,42.723393534385636,1,0.0,1.0,1.0,Data Exfiltration
42,2,66,51,1136.9846747393826,1,1.0,53.75942260864584,1,0.0,0.0,0.0,Brute Force
0,1,13,5,7071.0748473229705,1,0.0,5.399188678371169,0,0.0,0.0,0.0,Normal
3,4,37,42,480648.1305317022,10,1.0,37.24572456253547,1,0.0,1.0,0.0,Lateral Movement
4,3,68,15,29358.866159155674,6,1.0,49.26296027932978,1,0.0,0.0,1.0,Lateral Movement
0,1,5,3,2412.7646823846076,3,0.0,9.85294723743987,0,0.0,0.0,0.0,Normal
0,1,14,4,6224.483691293408,2,0.0,5.205662227225714,0,0.0,0.0,0.0,Normal
0,1,5,8,9694.787136712937,3,0.0,1.6223755660998727,0,0.0,0.0,0.0,Normal
0,1,14,1,8009.693845314736,2,0.0,3.9454767399830506,0,0.0,0.0,1.0,Normal
0,1,13,9,1251.3528579722356,3,0.0,4.361683764163253,0,0.0,0.0,0.0,Normal
27,1,34,36,2697.3500384064064,1,0.0,58.64945734702134,0,0.0,1.0,0.0,Brute Force
3,1,22,9,18688.796204555587,1,1.0,9.603840855189038,1,1.0,1.0,1.0,Privilege Escalation
1,4,48,45,53377.5695917706,6,0.0,53.53541820183336,0,1.0,1.0,0.0,Lateral Movement
0,4,52,45,346210.6697781214,7,1.0,22.85696988684115,1,1.0,0.0,1.0,Lateral Movement
40,1,20,12,921.8264392721715,1,1.0,60.805444139969005,0,0.0,0.0,0.0,Brute Force
0,1,8,3,24973.36728405126,3,0.0,9.499168751245753,0,0.0,0.0,0.0,Normal
1,1,15,12,13762.361853430832,2,0.0,22.327248454076035,1,1.0,0.0,0.0,Privilege Escalation
0,1,10,4,5763.685480375913,1,0.0,4.750472034757442,0,0.0,0.0,0.0,Normal
0,1,12,9,1149.2038846112175,3,0.0,4.327324498083568,0,1.0,0.0,0.0,Normal
1,1,14,6,9092.738235082426,3,0.0,6.851275611822677,0,0.0,0.0,0.0,Normal
0,1,4,4,4335.381539769465,2,0.0,6.347220255764158,0,0.0,0.0,0.0,Normal
0,1,9,8,3079.55200666374,3,0.0,2.693544362615115,0,0.0,0.0,0.0,Normal
